ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
choosing you seriously and,2,AC15,S7,quadgrams,choosing seriously,2,,0,,,0,0.0,False,autonomy_sovereignty|warning,autonomy_sovereignty|warning,2,2,0,2,,autonomy_sovereignty|warning,choosing|seriously,False
aging health plan partner,2,AC15,S7,quadgrams,aging health plan partner,4,,0,,partner|aging|health,3,0.75,True,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.decay_and_currency,2,2,2,0,practical_considerations_and_execution|temporal_projection,,aging|plan,False
from a long term,2,AC15,S7,quadgrams,long term,2,temporal_dynamics,1,long term,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,long term,False
the honest answer is,2,AC15,S7,quadgrams,honest answer,2,truth_and_fact,1,honest,,0,0.0,False,truth,truth.plain_statement,1,1,1,0,truth,,honest,False
honest answer is you,2,AC15,S7,quadgrams,honest answer,2,truth_and_fact,1,honest,,0,0.0,False,truth,truth.plain_statement,1,1,1,0,truth,,honest,False
practical benefits are delayed,2,AC15,S7,quadgrams,practical benefits delayed,3,practicality_and_feasibility,1,practical,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,practical,False
cost if you tell,2,AC15,S7,quadgrams,cost tell,2,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
to defeat sunk cost,2,AC15,S7,quadgrams,defeat sunk cost,3,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
motivations could be love,2,AC15,S7,quadgrams,motivations could love,3,,0,,love|motivations,2,0.6666666666666666,False,hedging,hedging,1,1,0,1,,hedging,could|could be,False
don t ship everything,2,AC15,S7,quadgrams,ship everything,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,ship,False
advice on both sides,2,AC15,S7,quadgrams,advice both sides,3,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,both sides,False
to pursue this seriously,2,AC15,S7,quadgrams,pursue seriously,2,,0,,,0,0.0,False,warning,warning,1,1,0,1,,warning,seriously,False
kids family expectations aging,2,AC15,S7,quadgrams,kids family expectations aging,4,,0,,aging,1,0.25,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,aging,False
no merged finances keep,2,AC15,S7,quadgrams,no merged finances keep,4,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merged,False
property don t merge,2,AC15,S7,quadgrams,property merge,2,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merge,False
don t merge accounts,2,AC15,S7,quadgrams,merge accounts,2,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merge,False
t merge accounts don,2,AC15,S7,quadgrams,merge accounts,2,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merge,False
merge accounts don t,2,AC15,S7,quadgrams,merge accounts,2,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merge,False
i want to plan,2,AC15,S7,quadgrams,i want plan,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
performers tend to stay,2,AC15,S7,quadgrams,performers tend stay,3,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,tend,False
dependent on her or,2,AC15,S7,quadgrams,dependent her,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,dependent on,False
we change the plan,2,AC15,S7,quadgrams,change plan,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
your citizenship and whether,2,AC15,S7,quadgrams,citizenship whether,2,,0,,citizenship,1,0.5,False,conditions,conditions,1,1,0,1,,conditions,whether,False
citizenship and whether you,2,AC15,S7,quadgrams,citizenship whether,2,,0,,citizenship,1,0.5,False,conditions,conditions,1,1,0,1,,conditions,whether,False
about years from now,2,AC15,S7,quadgrams,about years now,3,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,years from now,False
years from now what,2,AC15,S7,quadgrams,years now,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,years from now,False
my health changes later,2,AC15,S7,quadgrams,my health changes later,4,,0,,health,1,0.25,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,later,False
tends to sound like,2,AC15,S7,quadgrams,tends sound like,3,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,tends|tends to,False
this kind of urgency,2,AC15,S7,quadgrams,kind urgency,2,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,kind of,False
not buy no merged,2,AC15,S7,quadgrams,buy no merged,3,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merged,False
your situation that typically,2,AC15,S7,quadgrams,situation typically,2,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,typically,False
serious mean to you,2,AC15,S7,quadgrams,serious mean,2,,0,,,0,0.0,False,warning,warning,1,1,0,1,,warning,serious,False
early in the trial,2,AC15,S7,quadgrams,early trial,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,early,False
health plan partner not,2,AC15,S7,quadgrams,health plan partner,3,,0,,partner|health,2,0.6666666666666666,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
plan partner not nurse,2,AC15,S7,quadgrams,plan partner nurse,3,,0,,partner,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
your plan makes you,2,AC15,S7,quadgrams,plan makes,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
plan where you go,2,AC15,S7,quadgrams,plan where go,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
be genuine and still,2,AC15,S7,quadgrams,genuine still,2,,0,,genuine,1,0.5,False,,,0,0,0,0,,,,True
i live there what,2,AC15,S7,quadgrams,i live,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
exclusive what counts as,2,AC15,S7,quadgrams,exclusive counts,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what counts as cheating,2,AC15,S7,quadgrams,counts cheating,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
counts as cheating how,2,AC15,S7,quadgrams,counts cheating how,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
as cheating how do,2,AC15,S7,quadgrams,cheating how,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what does her family,2,AC15,S7,quadgrams,does her family,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
does her family expect,2,AC15,S7,quadgrams,does her family expect,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
her family expect from,2,AC15,S7,quadgrams,her family expect,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
expect from a long,2,AC15,S7,quadgrams,expect long,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
not just curated introductions,2,AC15,S7,quadgrams,just curated introductions,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
your home base if,2,AC15,S7,quadgrams,home base,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
will beneficiaries medical power,2,AC15,S7,quadgrams,will beneficiaries medical power,4,,0,,medical,1,0.25,False,,,0,0,0,0,,,,True
beneficiaries medical power of,2,AC15,S7,quadgrams,beneficiaries medical power,3,,0,,medical,1,0.3333333333333333,False,,,0,0,0,0,,,,True
if marriage becomes real,2,AC15,S7,quadgrams,marriage becomes real,3,,0,,marriage,1,0.3333333333333333,False,,,0,0,0,0,,,,True
independent legal advice on,2,AC15,S7,quadgrams,independent legal advice,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
legal advice on both,2,AC15,S7,quadgrams,legal advice both,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
want to pursue this,2,AC15,S7,quadgrams,want pursue,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
money marriage kids family,2,AC15,S7,quadgrams,money marriage kids family,4,,0,,marriage,1,0.25,False,,,0,0,0,0,,,,True
marriage kids family expectations,2,AC15,S7,quadgrams,marriage kids family expectations,4,,0,,marriage,1,0.25,False,,,0,0,0,0,,,,True
ordinary life stay weeks,2,AC15,S7,quadgrams,ordinary life stay weeks,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what i m afraid,2,AC15,S7,quadgrams,i m afraid,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a purely extractive dynamic,2,AC15,S7,quadgrams,purely extractive dynamic,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
even sincere people can,2,AC15,S7,quadgrams,even sincere people,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
work normal hours handle,2,AC15,S7,quadgrams,work normal hours handle,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
t buy property don,2,AC15,S7,quadgrams,buy property,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
buy property don t,2,AC15,S7,quadgrams,buy property,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
irreversible commitments only after,2,AC15,S7,quadgrams,irreversible commitments after,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
longer trial stay before,2,AC15,S7,quadgrams,longer trial stay before,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
permanent move if she,2,AC15,S7,quadgrams,permanent move she,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
how would we split,2,AC15,S7,quadgrams,how split,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
specific even if they,2,AC15,S7,quadgrams,specific even they,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
did how she handled,2,AC15,S7,quadgrams,did how she handled,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
how she handled stress,2,AC15,S7,quadgrams,how she handled stress,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
she handled stress money,2,AC15,S7,quadgrams,she handled stress money,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
handled stress money moments,2,AC15,S7,quadgrams,handled stress money moments,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
citizenship i can suggest,2,AC15,S7,quadgrams,citizenship i suggest,3,,0,,citizenship,1,0.3333333333333333,False,,,0,0,0,0,,,,True
family obligations marriage kids,2,AC15,S7,quadgrams,family obligations marriage kids,4,,0,,marriage,1,0.25,False,,,0,0,0,0,,,,True
toward your parents siblings,2,AC15,S7,quadgrams,toward parents siblings,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
your parents siblings if,2,AC15,S7,quadgrams,parents siblings,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
until you ve seen,2,AC15,S7,quadgrams,until seen,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
we return to my,2,AC15,S7,quadgrams,return my,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
does she still want,2,AC15,S7,quadgrams,does she still want,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
she still want this,2,AC15,S7,quadgrams,she still want,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
still want this if,2,AC15,S7,quadgrams,still want,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
one reputable hospital near,2,AC15,S7,quadgrams,one reputable hospital near,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
not ready for full,2,AC15,S7,quadgrams,ready full,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
ready for full relocation,2,AC15,S7,quadgrams,ready full relocation,3,,0,,relocat|relocation,2,0.3333333333333333,False,,,0,0,0,0,,,,True
a regional medical hub,2,AC15,S7,quadgrams,regional medical hub,3,,0,,medical,1,0.3333333333333333,False,,,0,0,0,0,,,,True
longer stay only after,2,AC15,S7,quadgrams,longer stay after,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
alignment talks money family,2,AC15,S7,quadgrams,alignment talks money family,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
talks money family marriage,2,AC15,S7,quadgrams,talks money family marriage,4,,0,,marriage,1,0.25,False,,,0,0,0,0,,,,True
money family marriage children,2,AC15,S7,quadgrams,money family marriage children,4,,0,,marriage|children,2,0.5,False,,,0,0,0,0,,,,True
the country your citizenship,2,AC15,S7,quadgrams,country citizenship,2,,0,,citizenship,1,0.5,False,,,0,0,0,0,,,,True
country your citizenship and,2,AC15,S7,quadgrams,country citizenship,2,,0,,citizenship,1,0.5,False,,,0,0,0,0,,,,True
gives her a chance,2,AC15,S7,quadgrams,gives her chance,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
her a chance to,2,AC15,S7,quadgrams,her chance,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
about our age difference,2,AC15,S7,quadgrams,about our age difference,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
when you think about,2,AC15,S7,quadgrams,think about,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
you think about years,2,AC15,S7,quadgrams,think about years,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
think about years from,2,AC15,S7,quadgrams,think about years,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
don t buy keep,2,AC15,S7,quadgrams,buy keep,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
t buy keep an,2,AC15,S7,quadgrams,buy keep,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
buy keep an exit,2,AC15,S7,quadgrams,buy keep exit,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
one week ordinary life,2,AC15,S7,quadgrams,one week ordinary life,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
rent not buy no,2,AC15,S7,quadgrams,rent buy no,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
fund don t sever,2,AC15,S7,quadgrams,fund sever,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
don t sever home,2,AC15,S7,quadgrams,sever home,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
the next decision gate,2,AC15,S7,quadgrams,next decision gate,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
emergency fund target if,2,AC15,S7,quadgrams,emergency fund target,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
fund target if you,2,AC15,S7,quadgrams,fund target,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
you d keep your,2,AC15,S7,quadgrams,d keep,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
d keep your home,2,AC15,S7,quadgrams,d keep home,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
if she says she,2,AC15,S7,quadgrams,she says she,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
increase information more than,2,AC15,S7,quadgrams,increase information more than,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
fund and a clear,2,AC15,S7,quadgrams,fund clear,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
to say yes or,2,AC15,S7,quadgrams,say yes,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
say yes or no,2,AC15,S7,quadgrams,say yes no,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
yes or no than,2,AC15,S7,quadgrams,yes no than,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
or no than i,2,AC15,S7,quadgrams,no than i,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
and have no network,2,AC15,S7,quadgrams,have no network,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
have no network she,2,AC15,S7,quadgrams,have no network she,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
no network she becomes,2,AC15,S7,quadgrams,no network she becomes,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
network she becomes your,2,AC15,S7,quadgrams,network she becomes,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
after the month trial,2,AC15,S7,quadgrams,after month trial,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
me what country city,2,AC15,S7,quadgrams,country city,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what country city this,2,AC15,S7,quadgrams,country city,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
live together or separately,2,AC15,S7,quadgrams,live together separately,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
or separately i can,2,AC15,S7,quadgrams,separately i,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
reversibility keep your home,2,AC15,S7,quadgrams,reversibility keep home,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
marriage visa expectations and,2,AC15,S7,quadgrams,marriage visa expectations,3,,0,,marriage|visa,2,0.6666666666666666,False,,,0,0,0,0,,,,True
decision gates to defeat,2,AC15,S7,quadgrams,decision gates defeat,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
gates to defeat sunk,2,AC15,S7,quadgrams,gates defeat sunk,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
month trial is the,2,AC15,S7,quadgrams,month trial,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
trial is the right,2,AC15,S7,quadgrams,trial right,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what worked what didn,2,AC15,S7,quadgrams,worked didn,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
worked what didn t,2,AC15,S7,quadgrams,worked didn,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
didn t what must,2,AC15,S7,quadgrams,didn must,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
t what must change,2,AC15,S7,quadgrams,must change,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
may not be seeing,8,AC15P,S7,quadgrams,may seeing,2,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,may,False
your home country and,7,AC15P,S7,quadgrams,home country,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
care is plan a,4,AC15P,S7,quadgrams,care plan,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
can afford alone in,4,AC15P,S7,quadgrams,afford alone,2,,0,,alone,1,0.5,False,,,0,0,0,0,,,,True
afford alone in your,4,AC15P,S7,quadgrams,afford alone,2,,0,,alone,1,0.5,False,,,0,0,0,0,,,,True
alone in your name,4,AC15P,S7,quadgrams,alone name,2,,0,,alone,1,0.5,False,,,0,0,0,0,,,,True
or rent your own,4,AC15P,S7,quadgrams,rent own,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
and yours and whether,3,AC15P,S7,quadgrams,yours whether,2,,0,,,0,0.0,False,conditions,conditions,1,1,0,1,,conditions,whether,False
in years you she,3,AC15P,S7,quadgrams,years she,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,in years,False
exit plan cash logistics,3,AC15P,S7,quadgrams,exit plan cash logistics,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
whether you ll stay,3,AC15P,S7,quadgrams,whether ll stay,3,,0,,,0,0.0,False,conditions,conditions,1,1,0,1,,conditions,whether,False
with a clear exit,3,AC15P,S7,quadgrams,clear exit,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
rental in your name,3,AC15P,S7,quadgrams,rental name,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
in your name separate,3,AC15P,S7,quadgrams,name separate,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
your name separate finances,3,AC15P,S7,quadgrams,name separate finances,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
home country and hers,3,AC15P,S7,quadgrams,home country hers,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
activities not centered on,3,AC15P,S7,quadgrams,activities centered,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
marriage money model family,3,AC15P,S7,quadgrams,marriage money model family,4,,0,,marriage,1,0.25,False,,,0,0,0,0,,,,True
money model family obligations,3,AC15P,S7,quadgrams,money model family obligations,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
last chance pressure is,3,AC15P,S7,quadgrams,last chance pressure,3,,0,,last chance,1,0.6666666666666666,False,,,0,0,0,0,,,,True
separate finances no loans,3,AC15P,S7,quadgrams,separate finances no loans,4,,0,,,0,0.0,False,,,0,0,0,0,,,,True
checkpoints on the calendar,3,AC15P,S7,quadgrams,checkpoints calendar,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
your own place and,3,AC15P,S7,quadgrams,own place,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
stay with her or,3,AC15P,S7,quadgrams,stay her,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
her or rent your,3,AC15P,S7,quadgrams,her rent,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
with a phased plan,2,AC15P,S7,quadgrams,phased plan,2,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,phas|phased|plan,False
phased plan that matches,2,AC15P,S7,quadgrams,phased plan matches,3,temporal_dynamics,1,phased,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,phas|phased|plan,False
the cost of living,2,AC15P,S7,quadgrams,cost living,2,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
decision extend trial shift,2,AC15P,S7,quadgrams,decision extend trial shift,4,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
extend trial shift to,2,AC15P,S7,quadgrams,extend trial shift,3,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
trial shift to dual,2,AC15P,S7,quadgrams,trial shift dual,3,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
shift to dual base,2,AC15P,S7,quadgrams,shift dual base,3,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,shift,False
the honest move is,2,AC15P,S7,quadgrams,honest move,2,truth_and_fact,1,honest,,0,0.0,False,truth,truth.plain_statement,1,1,1,0,truth,,honest,False
honest move is to,2,AC15P,S7,quadgrams,honest move,2,truth_and_fact,1,honest,,0,0.0,False,truth,truth.plain_statement,1,1,1,0,truth,,honest,False
track how often you,2,AC15P,S7,quadgrams,track how often,3,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,often,False
how often you feel,2,AC15P,S7,quadgrams,how often feel,3,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,often,False
often you feel calm,2,AC15P,S7,quadgrams,often feel calm,3,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,often,False
your non negotiables write,2,AC15P,S7,quadgrams,non negotiables write,3,,0,,,0,0.0,False,surfacing,surfacing.hard_limit_refusal,1,1,0,1,,surfacing,non negotiable,False
non negotiables write them,2,AC15P,S7,quadgrams,non negotiables write,3,,0,,,0,0.0,False,surfacing,surfacing.hard_limit_refusal,1,1,0,1,,surfacing,non negotiable,False
and whether marriage children,2,AC15P,S7,quadgrams,whether marriage children,3,,0,,marriage|children,2,0.6666666666666666,False,conditions,conditions,1,1,0,1,,conditions,whether,False
whether marriage children are,2,AC15P,S7,quadgrams,whether marriage children,3,,0,,marriage|children,2,0.6666666666666666,False,conditions,conditions,1,1,0,1,,conditions,whether,False
the table for either,2,AC15P,S7,quadgrams,table either,2,,0,,,0,0.0,False,imagination_and_possibility,imagination_and_possibility.tension_as_fuel,1,1,1,0,imagination_and_possibility,,either,False
table for either of,2,AC15P,S7,quadgrams,table either,2,,0,,,0,0.0,False,imagination_and_possibility,imagination_and_possibility.tension_as_fuel,1,1,1,0,imagination_and_possibility,,either,False
