ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
exclusive what counts as,2,AC15,S7,quadgrams,exclusive counts,2,,0,,,0,0.0,False
what counts as cheating,2,AC15,S7,quadgrams,counts cheating,2,,0,,,0,0.0,False
counts as cheating how,2,AC15,S7,quadgrams,counts cheating how,3,,0,,,0,0.0,False
as cheating how do,2,AC15,S7,quadgrams,cheating how,2,,0,,,0,0.0,False
what does her family,2,AC15,S7,quadgrams,does her family,3,,0,,,0,0.0,False
does her family expect,2,AC15,S7,quadgrams,does her family expect,4,,0,,,0,0.0,False
her family expect from,2,AC15,S7,quadgrams,her family expect,3,,0,,,0,0.0,False
expect from a long,2,AC15,S7,quadgrams,expect long,2,,0,,,0,0.0,False
not just curated introductions,2,AC15,S7,quadgrams,just curated introductions,3,,0,,,0,0.0,False
your home base if,2,AC15,S7,quadgrams,home base,2,,0,,,0,0.0,False
don t ship everything,2,AC15,S7,quadgrams,ship everything,2,,0,,,0,0.0,False
will beneficiaries medical power,2,AC15,S7,quadgrams,will beneficiaries medical power,4,,0,,medical,1,0.25,False
beneficiaries medical power of,2,AC15,S7,quadgrams,beneficiaries medical power,3,,0,,medical,1,0.3333333333333333,False
if marriage becomes real,2,AC15,S7,quadgrams,marriage becomes real,3,,0,,marriage,1,0.3333333333333333,False
independent legal advice on,2,AC15,S7,quadgrams,independent legal advice,3,,0,,,0,0.0,False
legal advice on both,2,AC15,S7,quadgrams,legal advice both,3,,0,,,0,0.0,False
advice on both sides,2,AC15,S7,quadgrams,advice both sides,3,,0,,,0,0.0,False
want to pursue this,2,AC15,S7,quadgrams,want pursue,2,,0,,,0,0.0,False
to pursue this seriously,2,AC15,S7,quadgrams,pursue seriously,2,,0,,,0,0.0,False
money marriage kids family,2,AC15,S7,quadgrams,money marriage kids family,4,,0,,marriage,1,0.25,False
marriage kids family expectations,2,AC15,S7,quadgrams,marriage kids family expectations,4,,0,,marriage,1,0.25,False
kids family expectations aging,2,AC15,S7,quadgrams,kids family expectations aging,4,,0,,aging,1,0.25,False
ordinary life stay weeks,2,AC15,S7,quadgrams,ordinary life stay weeks,4,,0,,,0,0.0,False
no merged finances keep,2,AC15,S7,quadgrams,no merged finances keep,4,,0,,,0,0.0,False
what i m afraid,2,AC15,S7,quadgrams,i m afraid,3,,0,,,0,0.0,False
propose the staged plan,2,AC15,S7,quadgrams,propose staged plan,3,,0,,,0,0.0,False
a purely extractive dynamic,2,AC15,S7,quadgrams,purely extractive dynamic,3,,0,,,0,0.0,False
even sincere people can,2,AC15,S7,quadgrams,even sincere people,3,,0,,,0,0.0,False
work normal hours handle,2,AC15,S7,quadgrams,work normal hours handle,4,,0,,,0,0.0,False
t buy property don,2,AC15,S7,quadgrams,buy property,2,,0,,,0,0.0,False
buy property don t,2,AC15,S7,quadgrams,buy property,2,,0,,,0,0.0,False
property don t merge,2,AC15,S7,quadgrams,property merge,2,,0,,,0,0.0,False
don t merge accounts,2,AC15,S7,quadgrams,merge accounts,2,,0,,,0,0.0,False
t merge accounts don,2,AC15,S7,quadgrams,merge accounts,2,,0,,,0,0.0,False
merge accounts don t,2,AC15,S7,quadgrams,merge accounts,2,,0,,,0,0.0,False
irreversible commitments only after,2,AC15,S7,quadgrams,irreversible commitments after,3,,0,,,0,0.0,False
i want to plan,2,AC15,S7,quadgrams,i want plan,3,,0,,,0,0.0,False
longer trial stay before,2,AC15,S7,quadgrams,longer trial stay before,4,,0,,,0,0.0,False
permanent move if she,2,AC15,S7,quadgrams,permanent move she,3,,0,,,0,0.0,False
how would we split,2,AC15,S7,quadgrams,how split,2,,0,,,0,0.0,False
specific even if they,2,AC15,S7,quadgrams,specific even they,3,,0,,,0,0.0,False
did how she handled,2,AC15,S7,quadgrams,did how she handled,4,,0,,,0,0.0,False
how she handled stress,2,AC15,S7,quadgrams,how she handled stress,4,,0,,,0,0.0,False
she handled stress money,2,AC15,S7,quadgrams,she handled stress money,4,,0,,,0,0.0,False
handled stress money moments,2,AC15,S7,quadgrams,handled stress money moments,4,,0,,,0,0.0,False
citizenship i can suggest,2,AC15,S7,quadgrams,citizenship i suggest,3,,0,,citizenship,1,0.3333333333333333,False
family obligations marriage kids,2,AC15,S7,quadgrams,family obligations marriage kids,4,,0,,marriage,1,0.25,False
toward your parents siblings,2,AC15,S7,quadgrams,toward parents siblings,3,,0,,,0,0.0,False
your parents siblings if,2,AC15,S7,quadgrams,parents siblings,2,,0,,,0,0.0,False
performers tend to stay,2,AC15,S7,quadgrams,performers tend stay,3,,0,,,0,0.0,False
dependent on her or,2,AC15,S7,quadgrams,dependent her,2,,0,,,0,0.0,False
until you ve seen,2,AC15,S7,quadgrams,until seen,2,,0,,,0,0.0,False
we return to my,2,AC15,S7,quadgrams,return my,2,,0,,,0,0.0,False
we change the plan,2,AC15,S7,quadgrams,change plan,2,,0,,,0,0.0,False
does she still want,2,AC15,S7,quadgrams,does she still want,4,,0,,,0,0.0,False
she still want this,2,AC15,S7,quadgrams,she still want,3,,0,,,0,0.0,False
still want this if,2,AC15,S7,quadgrams,still want,2,,0,,,0,0.0,False
plan so neither of,2,AC15,S7,quadgrams,plan neither,2,,0,,,0,0.0,False
one reputable hospital near,2,AC15,S7,quadgrams,one reputable hospital near,4,,0,,,0,0.0,False
not ready for full,2,AC15,S7,quadgrams,ready full,2,,0,,,0,0.0,False
ready for full relocation,2,AC15,S7,quadgrams,ready full relocation,3,,0,,relocat|relocation,2,0.3333333333333333,False
a regional medical hub,2,AC15,S7,quadgrams,regional medical hub,3,,0,,medical,1,0.3333333333333333,False
longer stay only after,2,AC15,S7,quadgrams,longer stay after,3,,0,,,0,0.0,False
alignment talks money family,2,AC15,S7,quadgrams,alignment talks money family,4,,0,,,0,0.0,False
talks money family marriage,2,AC15,S7,quadgrams,talks money family marriage,4,,0,,marriage,1,0.25,False
money family marriage children,2,AC15,S7,quadgrams,money family marriage children,4,,0,,marriage|children,2,0.5,False
the country your citizenship,2,AC15,S7,quadgrams,country citizenship,2,,0,,citizenship,1,0.5,False
country your citizenship and,2,AC15,S7,quadgrams,country citizenship,2,,0,,citizenship,1,0.5,False
your citizenship and whether,2,AC15,S7,quadgrams,citizenship whether,2,,0,,citizenship,1,0.5,False
citizenship and whether you,2,AC15,S7,quadgrams,citizenship whether,2,,0,,citizenship,1,0.5,False
gives her a chance,2,AC15,S7,quadgrams,gives her chance,3,,0,,,0,0.0,False
her a chance to,2,AC15,S7,quadgrams,her chance,2,,0,,,0,0.0,False
about our age difference,2,AC15,S7,quadgrams,about our age difference,4,,0,,,0,0.0,False
when you think about,2,AC15,S7,quadgrams,think about,2,,0,,,0,0.0,False
you think about years,2,AC15,S7,quadgrams,think about years,3,,0,,,0,0.0,False
think about years from,2,AC15,S7,quadgrams,think about years,3,,0,,,0,0.0,False
about years from now,2,AC15,S7,quadgrams,about years now,3,,0,,,0,0.0,False
years from now what,2,AC15,S7,quadgrams,years now,2,,0,,,0,0.0,False
my health changes later,2,AC15,S7,quadgrams,my health changes later,4,,0,,health,1,0.25,False
don t buy keep,2,AC15,S7,quadgrams,buy keep,2,,0,,,0,0.0,False
t buy keep an,2,AC15,S7,quadgrams,buy keep,2,,0,,,0,0.0,False
buy keep an exit,2,AC15,S7,quadgrams,buy keep exit,3,,0,,,0,0.0,False
the danger isn t,2,AC15,S7,quadgrams,danger isn,2,,0,,,0,0.0,False
one week ordinary life,2,AC15,S7,quadgrams,one week ordinary life,4,,0,,,0,0.0,False
choosing you seriously and,2,AC15,S7,quadgrams,choosing seriously,2,,0,,,0,0.0,False
tends to sound like,2,AC15,S7,quadgrams,tends sound like,3,,0,,,0,0.0,False
this kind of urgency,2,AC15,S7,quadgrams,kind urgency,2,,0,,,0,0.0,False
rent not buy no,2,AC15,S7,quadgrams,rent buy no,3,,0,,,0,0.0,False
not buy no merged,2,AC15,S7,quadgrams,buy no merged,3,,0,,,0,0.0,False
fund don t sever,2,AC15,S7,quadgrams,fund sever,2,,0,,,0,0.0,False
don t sever home,2,AC15,S7,quadgrams,sever home,2,,0,,,0,0.0,False
your situation that typically,2,AC15,S7,quadgrams,situation typically,2,,0,,,0,0.0,False
the next decision gate,2,AC15,S7,quadgrams,next decision gate,3,,0,,,0,0.0,False
emergency fund target if,2,AC15,S7,quadgrams,emergency fund target,3,,0,,,0,0.0,False
fund target if you,2,AC15,S7,quadgrams,fund target,2,,0,,,0,0.0,False
serious mean to you,2,AC15,S7,quadgrams,serious mean,2,,0,,,0,0.0,False
you d keep your,2,AC15,S7,quadgrams,d keep,2,,0,,,0,0.0,False
d keep your home,2,AC15,S7,quadgrams,d keep home,3,,0,,,0,0.0,False
if she says she,2,AC15,S7,quadgrams,she says she,3,,0,,,0,0.0,False
increase information more than,2,AC15,S7,quadgrams,increase information more than,4,,0,,,0,0.0,False
fund and a clear,2,AC15,S7,quadgrams,fund clear,2,,0,,,0,0.0,False
early in the trial,2,AC15,S7,quadgrams,early trial,2,,0,,,0,0.0,False
aging health plan partner,2,AC15,S7,quadgrams,aging health plan partner,4,,0,,partner|aging|health,3,0.75,True
health plan partner not,2,AC15,S7,quadgrams,health plan partner,3,,0,,partner|health,2,0.6666666666666666,False
plan partner not nurse,2,AC15,S7,quadgrams,plan partner nurse,3,,0,,partner,1,0.3333333333333333,False
to say yes or,2,AC15,S7,quadgrams,say yes,2,,0,,,0,0.0,False
say yes or no,2,AC15,S7,quadgrams,say yes no,3,,0,,,0,0.0,False
yes or no than,2,AC15,S7,quadgrams,yes no than,3,,0,,,0,0.0,False
or no than i,2,AC15,S7,quadgrams,no than i,3,,0,,,0,0.0,False
your plan makes you,2,AC15,S7,quadgrams,plan makes,2,,0,,,0,0.0,False
and have no network,2,AC15,S7,quadgrams,have no network,3,,0,,,0,0.0,False
have no network she,2,AC15,S7,quadgrams,have no network she,4,,0,,,0,0.0,False
no network she becomes,2,AC15,S7,quadgrams,no network she becomes,4,,0,,,0,0.0,False
network she becomes your,2,AC15,S7,quadgrams,network she becomes,3,,0,,,0,0.0,False
plan where you go,2,AC15,S7,quadgrams,plan where go,3,,0,,,0,0.0,False
after the month trial,2,AC15,S7,quadgrams,after month trial,3,,0,,,0,0.0,False
me what country city,2,AC15,S7,quadgrams,country city,2,,0,,,0,0.0,False
what country city this,2,AC15,S7,quadgrams,country city,2,,0,,,0,0.0,False
live together or separately,2,AC15,S7,quadgrams,live together separately,3,,0,,,0,0.0,False
or separately i can,2,AC15,S7,quadgrams,separately i,2,,0,,,0,0.0,False
reversibility keep your home,2,AC15,S7,quadgrams,reversibility keep home,3,,0,,,0,0.0,False
marriage visa expectations and,2,AC15,S7,quadgrams,marriage visa expectations,3,,0,,marriage|visa,2,0.6666666666666666,False
decision gates to defeat,2,AC15,S7,quadgrams,decision gates defeat,3,,0,,,0,0.0,False
gates to defeat sunk,2,AC15,S7,quadgrams,gates defeat sunk,3,,0,,,0,0.0,False
month trial is the,2,AC15,S7,quadgrams,month trial,2,,0,,,0,0.0,False
trial is the right,2,AC15,S7,quadgrams,trial right,2,,0,,,0,0.0,False
what worked what didn,2,AC15,S7,quadgrams,worked didn,2,,0,,,0,0.0,False
worked what didn t,2,AC15,S7,quadgrams,worked didn,2,,0,,,0,0.0,False
didn t what must,2,AC15,S7,quadgrams,didn must,2,,0,,,0,0.0,False
t what must change,2,AC15,S7,quadgrams,must change,2,,0,,,0,0.0,False
may not be seeing,8,AC15P,S7,quadgrams,may seeing,2,,0,,,0,0.0,False
your home country and,7,AC15P,S7,quadgrams,home country,2,,0,,,0,0.0,False
can afford alone in,4,AC15P,S7,quadgrams,afford alone,2,,0,,alone,1,0.5,False
afford alone in your,4,AC15P,S7,quadgrams,afford alone,2,,0,,alone,1,0.5,False
alone in your name,4,AC15P,S7,quadgrams,alone name,2,,0,,alone,1,0.5,False
care is plan a,4,AC15P,S7,quadgrams,care plan,2,,0,,,0,0.0,False
or rent your own,4,AC15P,S7,quadgrams,rent own,2,,0,,,0,0.0,False
with a clear exit,3,AC15P,S7,quadgrams,clear exit,2,,0,,,0,0.0,False
rental in your name,3,AC15P,S7,quadgrams,rental name,2,,0,,,0,0.0,False
in your name separate,3,AC15P,S7,quadgrams,name separate,2,,0,,,0,0.0,False
your name separate finances,3,AC15P,S7,quadgrams,name separate finances,3,,0,,,0,0.0,False
and yours and whether,3,AC15P,S7,quadgrams,yours whether,2,,0,,,0,0.0,False
in years you she,3,AC15P,S7,quadgrams,years she,2,,0,,,0,0.0,False
home country and hers,3,AC15P,S7,quadgrams,home country hers,3,,0,,,0,0.0,False
activities not centered on,3,AC15P,S7,quadgrams,activities centered,2,,0,,,0,0.0,False
marriage money model family,3,AC15P,S7,quadgrams,marriage money model family,4,,0,,marriage,1,0.25,False
money model family obligations,3,AC15P,S7,quadgrams,money model family obligations,4,,0,,,0,0.0,False
last chance pressure is,3,AC15P,S7,quadgrams,last chance pressure,3,,0,,last chance,1,0.6666666666666666,False
separate finances no loans,3,AC15P,S7,quadgrams,separate finances no loans,4,,0,,,0,0.0,False
exit plan cash logistics,3,AC15P,S7,quadgrams,exit plan cash logistics,4,,0,,,0,0.0,False
checkpoints on the calendar,3,AC15P,S7,quadgrams,checkpoints calendar,2,,0,,,0,0.0,False
whether you ll stay,3,AC15P,S7,quadgrams,whether ll stay,3,,0,,,0,0.0,False
your own place and,3,AC15P,S7,quadgrams,own place,2,,0,,,0,0.0,False
stay with her or,3,AC15P,S7,quadgrams,stay her,2,,0,,,0,0.0,False
her or rent your,3,AC15P,S7,quadgrams,her rent,2,,0,,,0,0.0,False
with a phased plan,2,AC15P,S7,quadgrams,phased plan,2,temporal_dynamics,1,phased,,0,0.0,False
phased plan that matches,2,AC15P,S7,quadgrams,phased plan matches,3,temporal_dynamics,1,phased,,0,0.0,False
the cost of living,2,AC15P,S7,quadgrams,cost living,2,practicality_and_feasibility,1,cost,,0,0.0,False
decision extend trial shift,2,AC15P,S7,quadgrams,decision extend trial shift,4,temporal_dynamics,1,shift,,0,0.0,False
extend trial shift to,2,AC15P,S7,quadgrams,extend trial shift,3,temporal_dynamics,1,shift,,0,0.0,False
trial shift to dual,2,AC15P,S7,quadgrams,trial shift dual,3,temporal_dynamics,1,shift,,0,0.0,False
shift to dual base,2,AC15P,S7,quadgrams,shift dual base,3,temporal_dynamics,1,shift,,0,0.0,False
the honest move is,2,AC15P,S7,quadgrams,honest move,2,truth_and_fact,1,honest,,0,0.0,False
honest move is to,2,AC15P,S7,quadgrams,honest move,2,truth_and_fact,1,honest,,0,0.0,False
for your parents siblings,2,AC15P,S7,quadgrams,parents siblings,2,,0,,,0,0.0,False
your parents siblings now,2,AC15P,S7,quadgrams,parents siblings now,3,,0,,,0,0.0,False
name with a clear,2,AC15P,S7,quadgrams,name clear,2,,0,,,0,0.0,False
track how often you,2,AC15P,S7,quadgrams,track how often,3,,0,,,0,0.0,False
how often you feel,2,AC15P,S7,quadgrams,how often feel,3,,0,,,0,0.0,False
often you feel calm,2,AC15P,S7,quadgrams,often feel calm,3,,0,,,0,0.0,False
you feel calm vs,2,AC15P,S7,quadgrams,feel calm vs,3,,0,,,0,0.0,False
a location where you,2,AC15P,S7,quadgrams,location where,2,,0,,,0,0.0,False
location where you can,2,AC15P,S7,quadgrams,location where,2,,0,,,0,0.0,False
describing is a classic,2,AC15P,S7,quadgrams,describing classic,2,,0,,,0,0.0,False
your non negotiables write,2,AC15P,S7,quadgrams,non negotiables write,3,,0,,,0,0.0,False
non negotiables write them,2,AC15P,S7,quadgrams,non negotiables write,3,,0,,,0,0.0,False
clarity on kids marriage,2,AC15P,S7,quadgrams,clarity kids marriage,3,,0,,marriage,1,0.3333333333333333,False
something you can afford,2,AC15P,S7,quadgrams,something afford,2,,0,,,0,0.0,False
no shared property no,2,AC15P,S7,quadgrams,no shared property no,4,,0,,,0,0.0,False
don t yet have,2,AC15P,S7,quadgrams,yet have,2,,0,,,0,0.0,False
and whether marriage children,2,AC15P,S7,quadgrams,whether marriage children,3,,0,,marriage|children,2,0.6666666666666666,False
whether marriage children are,2,AC15P,S7,quadgrams,whether marriage children,3,,0,,marriage|children,2,0.6666666666666666,False
marriage children are on,2,AC15P,S7,quadgrams,marriage children,2,,0,,marriage|children,2,1.0,True
the table for either,2,AC15P,S7,quadgrams,table either,2,,0,,,0,0.0,False
table for either of,2,AC15P,S7,quadgrams,table either,2,,0,,,0,0.0,False
help you translate this,2,AC15P,S7,quadgrams,help translate,2,,0,,,0,0.0,False
is expected for parents,2,AC15P,S7,quadgrams,expected parents,2,,0,,,0,0.0,False
expected for parents siblings,2,AC15P,S7,quadgrams,expected parents siblings,3,,0,,,0,0.0,False
for parents siblings time,2,AC15P,S7,quadgrams,parents siblings time,3,,0,,,0,0.0,False
parents siblings time housing,2,AC15P,S7,quadgrams,parents siblings time housing,4,,0,,,0,0.0,False
siblings time housing money,2,AC15P,S7,quadgrams,siblings time housing money,4,,0,,,0,0.0,False
property no large transfers,2,AC15P,S7,quadgrams,property no large transfers,4,,0,,,0,0.0,False
a decision not just,2,AC15P,S7,quadgrams,decision just,2,,0,,,0,0.0,False
her ability to stay,2,AC15P,S7,quadgrams,her ability stay,3,,0,,,0,0.0,False
a two track plan,2,AC15P,S7,quadgrams,two track plan,3,,0,,,0,0.0,False
i expect to observe,2,AC15P,S7,quadgrams,i expect observe,3,,0,,,0,0.0,False
expect to observe if,2,AC15P,S7,quadgrams,expect observe,2,,0,,,0,0.0,False
i don t give,2,AC15P,S7,quadgrams,i give,2,,0,,,0,0.0,False
don t give loan,2,AC15P,S7,quadgrams,give loan,2,,0,,,0,0.0,False
t give loan significant,2,AC15P,S7,quadgrams,give loan significant,3,,0,,,0,0.0,False
give loan significant money,2,AC15P,S7,quadgrams,give loan significant money,4,,0,,,0,0.0,False
loan significant money or,2,AC15P,S7,quadgrams,loan significant money,3,,0,,,0,0.0,False
significant money or buy,2,AC15P,S7,quadgrams,significant money buy,3,,0,,,0,0.0,False
money or buy property,2,AC15P,S7,quadgrams,money buy property,3,,0,,,0,0.0,False
or buy property early,2,AC15P,S7,quadgrams,buy property early,3,,0,,,0,0.0,False
family obligations what support,2,AC15P,S7,quadgrams,family obligations support,3,,0,,,0,0.0,False
obligations what support is,2,AC15P,S7,quadgrams,obligations support,2,,0,,,0,0.0,False
what support is expected,2,AC15P,S7,quadgrams,support expected,2,,0,,,0,0.0,False
likely caused it then,2,AC15P,S7,quadgrams,likely caused then,3,,0,,,0,0.0,False
grounded friends not cynics,2,AC15P,S7,quadgrams,grounded friends cynics,3,,0,,,0,0.0,False
friends not cynics and,2,AC15P,S7,quadgrams,friends cynics,2,,0,,,0,0.0,False
does affection remain when,2,AC15P,S7,quadgrams,does affection remain,3,,0,,affection,1,0.3333333333333333,False
increasing urgency as commitment,2,AC15P,S7,quadgrams,increasing urgency commitment,3,,0,,,0,0.0,False
then month trial stay,2,AC15P,S7,quadgrams,then month trial stay,4,,0,,,0,0.0,False
yours and whether children,2,AC15P,S7,quadgrams,yours whether children,3,,0,,children,1,0.3333333333333333,False
suggest the most relevant,2,AC15P,S7,quadgrams,suggest most relevant,3,,0,,,0,0.0,False
years you she in,2,AC15P,S7,quadgrams,years she,2,,0,,,0,0.0,False
you she in years,2,AC15P,S7,quadgrams,she years,2,,0,,,0,0.0,False
she in years you,2,AC15P,S7,quadgrams,she years,2,,0,,,0,0.0,False
fork in the road,2,AC15P,S7,quadgrams,fork road,2,,0,,,0,0.0,False
ask yourself what would,2,AC15P,S7,quadgrams,ask yourself,2,,0,,,0,0.0,False
yourself what would i,2,AC15P,S7,quadgrams,yourself i,2,,0,,,0,0.0,False
me her country and,2,AC15P,S7,quadgrams,her country,2,,0,,,0,0.0,False
if serious illness occurs,2,AC15P,S7,quadgrams,serious illness occurs,3,,0,,,0,0.0,False
if care needs rise,2,AC15P,S7,quadgrams,care needs rise,3,,0,,,0,0.0,False
isn t just a,2,AC15P,S7,quadgrams,isn just,2,,0,,,0,0.0,False
love isn t real,2,AC15P,S7,quadgrams,love isn real,3,,0,,love,1,0.3333333333333333,False
isn t real but,2,AC15P,S7,quadgrams,isn real,2,,0,,,0,0.0,False
t real but because,2,AC15P,S7,quadgrams,real because,2,,0,,,0,0.0,False
real but because the,2,AC15P,S7,quadgrams,real because,2,,0,,,0,0.0,False
weekly activities not centered,2,AC15P,S7,quadgrams,weekly activities centered,3,,0,,,0,0.0,False
centered on her gym,2,AC15P,S7,quadgrams,centered her gym,3,,0,,,0,0.0,False
on her gym class,2,AC15P,S7,quadgrams,her gym class,3,,0,,,0,0.0,False
best local private hospital,2,AC15P,S7,quadgrams,best local private hospital,4,,0,,,0,0.0,False
steady job simple life,2,AC15P,S7,quadgrams,steady job simple life,4,,0,,,0,0.0,False
job simple life introduced,2,AC15P,S7,quadgrams,job simple life introduced,4,,0,,,0,0.0,False
simple life introduced you,2,AC15P,S7,quadgrams,simple life introduced,3,,0,,,0,0.0,False
it doesn t prove,2,AC15P,S7,quadgrams,doesn prove,2,,0,,,0,0.0,False
regional hub or back,2,AC15P,S7,quadgrams,regional hub back,3,,0,,,0,0.0,False
after i move what,2,AC15P,S7,quadgrams,after i move,3,,0,,,0,0.0,False
vagueness on key forks,2,AC15P,S7,quadgrams,vagueness key forks,3,,0,,,0,0.0,False
on key forks kids,2,AC15P,S7,quadgrams,key forks kids,3,,0,,,0,0.0,False
key forks kids money,2,AC15P,S7,quadgrams,key forks kids money,4,,0,,,0,0.0,False
professional care is plan,2,AC15P,S7,quadgrams,professional care plan,3,,0,,,0,0.0,False
make sense if you,2,AC15P,S7,quadgrams,make sense,2,,0,,,0,0.0,False
sense if you were,2,AC15P,S7,quadgrams,sense were,2,,0,,,0,0.0,False
at least the first,2,AC15P,S7,quadgrams,least first,2,,0,,,0,0.0,False
least the first year,2,AC15P,S7,quadgrams,least first year,3,,0,,,0,0.0,False
children marriage money model,2,AC15P,S7,quadgrams,children marriage money model,4,,0,,marriage|children,2,0.5,False
mode not vacation mode,2,AC15P,S7,quadgrams,mode vacation mode,3,,0,,,0,0.0,False
selling your home giving,2,AC15P,S7,quadgrams,selling home giving,3,,0,,,0,0.0,False
your home giving up,2,AC15P,S7,quadgrams,home giving up,3,,0,,,0,0.0,False
home giving up local,2,AC15P,S7,quadgrams,home giving up local,4,,0,,,0,0.0,False
giving up local healthcare,2,AC15P,S7,quadgrams,giving up local healthcare,4,,0,,healthcare|health,2,0.25,False
scarcity response i ll,2,AC15P,S7,quadgrams,scarcity response i ll,4,,0,,scarcity,1,0.25,False
a one way door,2,AC15P,S7,quadgrams,one way door,3,,0,,,0,0.0,False
there language friends healthcare,2,AC15P,S7,quadgrams,language friends healthcare,3,,0,,healthcare|health,2,0.3333333333333333,False
language friends healthcare plan,2,AC15P,S7,quadgrams,language friends healthcare plan,4,,0,,healthcare|health,2,0.25,False
can t know her,2,AC15P,S7,quadgrams,know her,2,,0,,,0,0.0,False
finances no loans gifts,2,AC15P,S7,quadgrams,finances no loans gifts,4,,0,,,0,0.0,False
no loans gifts property,2,AC15P,S7,quadgrams,no loans gifts property,4,,0,,,0,0.0,False
language study your own,2,AC15P,S7,quadgrams,language study own,3,,0,,,0,0.0,False
study your own friends,2,AC15P,S7,quadgrams,study own friends,3,,0,,,0,0.0,False
put decision checkpoints on,2,AC15P,S7,quadgrams,put decision checkpoints,3,,0,,,0,0.0,False
decision checkpoints on the,2,AC15P,S7,quadgrams,decision checkpoints,2,,0,,,0,0.0,False
she s sincere you,2,AC15P,S7,quadgrams,she sincere,2,,0,,,0,0.0,False
need her to say,2,AC15P,S7,quadgrams,need her say,3,,0,,,0,0.0,False
any pressure any avoidance,2,AC15P,S7,quadgrams,any pressure any avoidance,4,,0,,,0,0.0,False
pressure any avoidance any,2,AC15P,S7,quadgrams,pressure any avoidance any,4,,0,,,0,0.0,False
live in your country,2,AC15P,S7,quadgrams,live country,2,,0,,,0,0.0,False
vs proportional vs provider,2,AC15P,S7,quadgrams,vs proportional vs provider,4,,0,,,0,0.0,False
opener i don t,2,AC15P,S7,quadgrams,opener i,2,,0,,,0,0.0,False
no loans no property,2,AC15P,S7,quadgrams,no loans no property,4,,0,,,0,0.0,False
gym class cowork volunteer,2,AC15P,S7,quadgrams,gym class cowork volunteer,4,,0,,,0,0.0,False
to dual base or,2,AC15P,S7,quadgrams,dual base,2,,0,,,0,0.0,False
a liquid emergency reserve,2,AC15P,S7,quadgrams,liquid emergency reserve,3,,0,,,0,0.0,False
in her home or,2,AC15P,S7,quadgrams,her home,2,,0,,,0,0.0,False
be seeing you might,2,AC15P,S7,quadgrams,seeing might,2,,0,,,0,0.0,False
how to see it,2,AC15P,S7,quadgrams,how see,2,,0,,,0,0.0,False
you could become dependent,2,AC15P,S7,quadgrams,could become dependent,3,,0,,,0,0.0,False
language tutor two weekly,2,AC15P,S7,quadgrams,language tutor two weekly,4,,0,,,0,0.0,False
tutor two weekly activities,2,AC15P,S7,quadgrams,tutor two weekly activities,4,,0,,,0,0.0,False
local private vs regional,2,AC15P,S7,quadgrams,local private vs regional,4,,0,,,0,0.0,False
private vs regional hub,2,AC15P,S7,quadgrams,private vs regional hub,4,,0,,,0,0.0,False
