level,system,expression_group_layer,expression_group,ngram,total_count,row_occurrences,scenario_count,scenarios,matched_constraints,scenario_heavy_hits
quadgrams,AC15,cross_cutting,smoothing,don t merge finances,3,1,1,S7,,0
quadgrams,AC15,cross_cutting,smoothing,advice on both sides,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,smoothing,don t merge accounts,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,smoothing,merge accounts don t,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,smoothing,no merged finances keep,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,smoothing,not buy no merged,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,smoothing,property don t merge,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,smoothing,t merge accounts don,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,surfacing,would make us wrong,6,1,1,S1,,0
quadgrams,AC15,cross_cutting,surfacing,can t guarantee geofence,2,1,1,S3,,0
quadgrams,AC15,cross_cutting,surfacing,can t leave region,2,1,1,S5,,0
quadgrams,AC15,cross_cutting,surfacing,conflicts with apm or,2,1,1,S5,,0
quadgrams,AC15,cross_cutting,surfacing,contract doesn t allow,2,1,1,S1,,0
quadgrams,AC15,cross_cutting,surfacing,convention hasn t been,2,1,1,S5,,0
quadgrams,AC15,cross_cutting,surfacing,fewest external blockers civitas,2,1,1,S1,practicality_and_feasibility,0
quadgrams,AC15,cross_cutting,surfacing,hasn t been confirmed,2,1,1,S5,truth_and_fact,0
quadgrams,AC15,cross_cutting,surfacing,is permissible and doesn,2,1,1,S1,,0
quadgrams,AC15,cross_cutting,surfacing,make us wrong a,2,1,1,S1,,0
quadgrams,AC15,cross_cutting,surfacing,make us wrong the,2,1,1,S1,,0
quadgrams,AC15,cross_cutting,surfacing,permissible and doesn t,2,1,1,S1,,0
quadgrams,AC15,cross_cutting,surfacing,pii can t leave,2,1,1,S5,,0
quadgrams,AC15,cross_cutting,surfacing,the contract doesn t,2,1,1,S1,,0
quadgrams,AC15,cross_cutting,surfacing,the danger isn t,2,1,1,S7,,0
quadgrams,AC15,constraint_aligned,temporal_projection,data config portability transition,4,1,1,S1,temporal_dynamics;truth_and_fact,0
quadgrams,AC15,constraint_aligned,temporal_projection,one click mark outdated,4,1,1,S5,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,temporal_projection,a long term partner,3,1,1,S7,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,temporal_projection,active superseded deprecated created_at,3,1,1,S5,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,temporal_projection,click mark outdated supersede,3,1,1,S5,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,temporal_projection,config portability transition assistance,3,1,1,S1,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,temporal_projection,deprecated created_at last_confirmed_at confidence,3,1,1,S5,temporal_dynamics;truth_and_fact,0
quadgrams,AC15,constraint_aligned,temporal_projection,superseded deprecated created_at last_confirmed_at,3,1,1,S5,temporal_dynamics;truth_and_fact,0
quadgrams,AC15,constraint_aligned,temporal_projection,a more robust nav,2,1,1,S3,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,temporal_projection,a phased notice to,2,1,1,S1,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,temporal_projection,a phased start and,2,1,1,S1,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,temporal_projection,a week selection window,2,1,1,S1,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,temporal_projection,about years from now,2,1,1,S7,,0
quadgrams,AC15,constraint_aligned,temporal_projection,as decaying cited evidence,2,1,1,S5,temporal_dynamics;truth_and_fact,0
quadgrams,AC15,constraint_aligned,temporal_projection,documented formats transition assistance,2,1,1,S1,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,truth,decision constraint convention confirmedfix,3,1,1,S5,practicality_and_feasibility,0
quadgrams,AC15,constraint_aligned,truth,deprecated created_at last_confirmed_at confidence,3,1,1,S5,temporal_dynamics;truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,superseded deprecated created_at last_confirmed_at,3,1,1,S5,temporal_dynamics;truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,acceptance testing that includes,2,1,1,S1,,0
quadgrams,AC15,constraint_aligned,truth,always show source date,2,1,1,S5,truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,as decaying cited evidence,2,1,1,S5,temporal_dynamics;truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,b evidence index ei,2,1,1,S5,truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,been confirmed in days,2,1,1,S5,truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,claims are truthful and,2,1,1,S3,truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,confirm if you tell,2,1,1,S5,truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,constraints conventions confirmed fixes,2,1,1,S5,practicality_and_feasibility;truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,created_at last_confirmed_at confidence user,2,1,1,S5,truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,documented formats transition assistance,2,1,1,S1,temporal_dynamics,0
quadgrams,AC15,constraint_aligned,truth,evidence_refs pr commit doc,2,1,1,S5,truth_and_fact,0
quadgrams,AC15,constraint_aligned,truth,hasn t been confirmed,2,1,1,S5,truth_and_fact,0
quadgrams,AC15,cross_cutting,warning,and lock in risk,2,1,1,S1,practicality_and_feasibility,0
quadgrams,AC15,cross_cutting,warning,auto approves low risk,2,1,1,S5,practicality_and_feasibility,0
quadgrams,AC15,cross_cutting,warning,choosing you seriously and,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,warning,serious mean to you,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,warning,the danger isn t,2,1,1,S7,,0
quadgrams,AC15,cross_cutting,warning,to pursue this seriously,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,autonomy_sovereignty,help you choose between,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,conditions,and b whether the,3,1,1,S3,,0
quadgrams,AC15P,cross_cutting,conditions,and yours and whether,3,1,1,S7,,0
quadgrams,AC15P,cross_cutting,conditions,b whether the mining,3,1,1,S3,,0
quadgrams,AC15P,cross_cutting,conditions,whether you ll stay,3,1,1,S7,,0
quadgrams,AC15P,cross_cutting,conditions,and whether marriage children,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,conditions,days sprints unless reaffirmed,2,1,1,S5,,0
quadgrams,AC15P,cross_cutting,conditions,depends on the architecture,2,1,1,S5,,0
quadgrams,AC15P,cross_cutting,conditions,n days sprints unless,2,1,1,S5,,0
quadgrams,AC15P,cross_cutting,conditions,sanity check whether the,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,conditions,should we depends on,2,1,1,S5,,0
quadgrams,AC15P,cross_cutting,conditions,whether marriage children are,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,conditions,whether you can implement,2,1,1,S3,practicality_and_feasibility,0
quadgrams,AC15P,cross_cutting,conditions,yours and whether children,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,hedging,may not be seeing,8,1,1,S7,,0
quadgrams,AC15P,cross_cutting,hedging,it may be underestimated,7,1,1,S1,,0
quadgrams,AC15P,cross_cutting,hedging,likely narrative if there,3,1,1,S1,,0
quadgrams,AC15P,cross_cutting,hedging,balance usually lies toward,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,hedging,be seeing you might,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,hedging,how often you feel,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,hedging,i would treat as,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,hedging,in short novagrid may,2,1,1,S1,,0
quadgrams,AC15P,cross_cutting,hedging,likely caused it then,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,hedging,makes continuity mostly about,2,1,1,S5,temporal_dynamics,0
quadgrams,AC15P,cross_cutting,hedging,often you feel calm,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,hedging,tend to make continuity,2,1,1,S5,temporal_dynamics,0
quadgrams,AC15P,cross_cutting,hedging,that tends to favor,2,1,1,S1,,0
quadgrams,AC15P,cross_cutting,hedging,the balance usually lies,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,hedging,then the balance usually,2,1,1,S3,,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,draft accepted superseded deprecated,3,1,1,S5,temporal_dynamics,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,status draft accepted superseded,3,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,if neither is true,2,1,1,S3,,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,mining as paid pilot,2,1,1,S3,imagination_and_possibility,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,paid pilot limited availability,2,1,1,S3,imagination_and_possibility,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,path to start on,2,1,1,S1,,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,pilot la until rev,2,1,1,S3,imagination_and_possibility,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,possible iteration it required,2,1,1,S1,imagination_and_possibility,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,possible paths symbols exist,2,1,1,S5,imagination_and_possibility,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,table for either of,2,1,1,S7,,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,text status draft accepted,2,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,the table for either,2,1,1,S7,,0
quadgrams,AC15P,constraint_aligned,imagination_and_possibility,type text status draft,2,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,care is plan a,4,1,1,S7,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,limited availability early access,4,1,1,S3,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,can t delay start,3,1,1,S1,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,created_at last_validated_at repo branch,3,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,exit plan cash logistics,3,1,1,S7,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,failure council budget chair,3,1,1,S1,practicality_and_feasibility,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,mitigation is not bounded,3,1,1,S3,practicality_and_feasibility,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,one failure council budget,3,1,1,S1,practicality_and_feasibility,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,timing plans controller configs,3,1,1,S1,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,a launch definition that,2,1,1,S3,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,a two track plan,2,1,1,S7,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,adjustable cloud subscription costs,2,1,1,S1,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,always show used context,2,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,and operating budgets are,2,1,1,S1,,0
quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,becomes a schedule risk,2,1,1,S1,practicality_and_feasibility,0
quadgrams,AC15P,cross_cutting,smoothing,balance usually lies toward,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,smoothing,the balance usually lies,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,smoothing,then the balance usually,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,surfacing,can t delay start,3,1,1,S1,,0
quadgrams,AC15P,cross_cutting,surfacing,can canonize a wrong,2,1,1,S5,,0
quadgrams,AC15P,cross_cutting,surfacing,can t know her,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,surfacing,can t ship provenance,2,1,1,S5,truth_and_fact,0
quadgrams,AC15P,cross_cutting,surfacing,developer can t see,2,1,1,S5,,0
quadgrams,AC15P,cross_cutting,surfacing,hard filters repo branch,2,1,1,S5,,0
quadgrams,AC15P,cross_cutting,surfacing,isn t just a,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,surfacing,isn t real but,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,surfacing,it doesn t prove,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,surfacing,love isn t real,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,surfacing,opaque or hard to,2,1,1,S5,,0
quadgrams,AC15P,cross_cutting,surfacing,proposal a isn t,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,surfacing,prove it won t,2,1,1,S1,,0
quadgrams,AC15P,cross_cutting,surfacing,the system cannot guarantee,2,1,1,S3,,0
quadgrams,AC15P,cross_cutting,surfacing,they won t you,2,1,1,S3,,0
quadgrams,AC15P,constraint_aligned,temporal_projection,transition assistance clause pre,5,1,1,S1,temporal_dynamics,0
quadgrams,AC15P,constraint_aligned,temporal_projection,durable artifacts adrs prs,4,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,temporal_projection,limited availability early access,4,1,1,S3,,0
quadgrams,AC15P,constraint_aligned,temporal_projection,a week award window,3,1,1,S1,temporal_dynamics,0
quadgrams,AC15P,constraint_aligned,temporal_projection,accepted superseded deprecated needs,3,1,1,S5,temporal_dynamics,0
quadgrams,AC15P,constraint_aligned,temporal_projection,draft accepted superseded deprecated,3,1,1,S5,temporal_dynamics,0
quadgrams,AC15P,constraint_aligned,temporal_projection,durable artifacts with citations,3,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,temporal_projection,in years you she,3,1,1,S7,,0
quadgrams,AC15P,constraint_aligned,temporal_projection,over durable artifacts with,3,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,temporal_projection,superseded deprecated needs review,3,1,1,S5,temporal_dynamics,0
quadgrams,AC15P,constraint_aligned,temporal_projection,access transition assistance clause,2,1,1,S1,temporal_dynamics,0
quadgrams,AC15P,constraint_aligned,temporal_projection,artifact type time window,2,1,1,S5,temporal_dynamics,0
quadgrams,AC15P,constraint_aligned,temporal_projection,as the codebase evolves,2,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,temporal_projection,at end of life,2,1,1,S1,,0
quadgrams,AC15P,constraint_aligned,temporal_projection,becomes stale if the,2,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,truth,adr style decisions verified,3,1,1,S5,truth_and_fact,0
quadgrams,AC15P,constraint_aligned,truth,created_at last_validated_at repo branch,3,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,truth,style decisions verified outcomes,3,1,1,S5,truth_and_fact,0
quadgrams,AC15P,constraint_aligned,truth,verified outcomes runbook items,3,1,1,S5,truth_and_fact,0
quadgrams,AC15P,constraint_aligned,truth,a simple decision test,2,1,1,S3,,0
quadgrams,AC15P,constraint_aligned,truth,can t ship provenance,2,1,1,S5,truth_and_fact,0
quadgrams,AC15P,constraint_aligned,truth,configs plans logs documented,2,1,1,S1,,0
quadgrams,AC15P,constraint_aligned,truth,confirmed the chief architect,2,1,1,S3,truth_and_fact,0
quadgrams,AC15P,constraint_aligned,truth,decisions constraints verified outcomes,2,1,1,S5,practicality_and_feasibility;truth_and_fact,0
quadgrams,AC15P,constraint_aligned,truth,have procurement legal confirm,2,1,1,S1,truth_and_fact,0
quadgrams,AC15P,constraint_aligned,truth,honest move is to,2,1,1,S7,truth_and_fact,0
quadgrams,AC15P,constraint_aligned,truth,last_validated_at repo branch links,2,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,truth,logs documented interfaces apis,2,1,1,S1,,0
quadgrams,AC15P,constraint_aligned,truth,owner created_at last_validated_at repo,2,1,1,S5,,0
quadgrams,AC15P,constraint_aligned,truth,ownership full export documented,2,1,1,S1,,0
quadgrams,AC15P,cross_cutting,warning,becomes a schedule risk,2,1,1,S1,practicality_and_feasibility,0
quadgrams,AC15P,cross_cutting,warning,if serious illness occurs,2,1,1,S7,,0
quadgrams,AC15P,cross_cutting,warning,risk stack for essential,2,1,1,S1,practicality_and_feasibility,0
quadgrams,AC15P,cross_cutting,warning,risk vendor responsiveness and,2,1,1,S1,practicality_and_feasibility,0
quadgrams,AC15P,cross_cutting,warning,schedule risk regardless of,2,1,1,S1,practicality_and_feasibility,0
quadgrams,AC15P,cross_cutting,warning,schedule risk we are,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,autonomy_sovereignty,authority won t sign,3,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,autonomy_sovereignty,safety authority won t,3,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,autonomy_sovereignty,your safety authority won,3,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,autonomy_sovereignty,m choosing you because,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,autonomy_sovereignty,why did we choose,2,1,1,S5,,0
quadgrams,CONTROL,cross_cutting,conditions,recommendation unless novagrid can,3,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,conditions,check whether it s,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,conditions,lois msas contingent on,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,conditions,msas contingent on the,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,conditions,sanity check whether it,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,conditions,unless novagrid can clear,2,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,conditions,whether children are a,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,conditions,whether you d have,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,conditions,whether you want children,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,hedging,how it could bite,6,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,hedging,it could bite you,4,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,hedging,lead time that could,3,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,hedging,likely narrative if something,3,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,hedging,time that could push,3,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,hedging,but more likely to,2,1,1,S5,,0
quadgrams,CONTROL,cross_cutting,hedging,care may be less,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,hedging,complex care may be,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,hedging,could change the answer,2,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,hedging,could push the integrated,2,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,hedging,it could bite year,2,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,hedging,likely to cause ruts,2,1,1,S5,,0
quadgrams,CONTROL,cross_cutting,hedging,may be less reliable,2,1,1,S7,truth_and_fact,0
quadgrams,CONTROL,cross_cutting,hedging,may be underestimating how,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,hedging,may bring urgency about,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,imagination_and_possibility,that case you either,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,conventions constraints system map,7,1,1,S5,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,decisions conventions constraints system,6,1,1,S5,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,o m cost predictability,4,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,a constrained commercial deployment,3,1,1,S3,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,notebook decisions conventions constraints,3,1,1,S5,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,a constrained commercial release,2,1,1,S3,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,a revised schedule that,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,a staged rollout plan,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,and a staged plan,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,and a staged rollout,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,as decision convention constraint,2,1,1,S5,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,at least one planned,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,be launched outside qualified,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,cannot be launched outside,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,cloud exception path practical,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,surfacing,emergency services isn t,4,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,surfacing,authority won t sign,3,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,doesn t consume her,3,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,surfacing,safety authority won t,3,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,a non negotiable hardware,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,are meaningful green flags,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,surfacing,basic repo conflict checks,2,1,1,S5,,0
quadgrams,CONTROL,cross_cutting,surfacing,cannot be launched outside,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,cannot be the primary,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,don t avoid disagreements,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,surfacing,hard filters branch main,2,1,1,S5,,0
quadgrams,CONTROL,cross_cutting,surfacing,hard filters first repo,2,1,1,S5,,0
quadgrams,CONTROL,cross_cutting,surfacing,life that isn t,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,surfacing,missions cannot be launched,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,that doesn t consume,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,long term o m,4,1,1,S1,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,to compete future components,3,1,1,S1,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,a staged path that,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,a staged rollout plan,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,ability to change later,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,and a staged plan,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,and a staged rollout,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,delivered early milestone based,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,documentation delivered early milestone,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,early milestone based payments,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,fresh eyes notebook repo,2,1,1,S5,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,healthcare and long term,2,1,1,S7,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,interface documentation delivered early,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,maturity covenants control rights,2,1,1,S3,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,module tags recency window,2,1,1,S5,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,truth,basic repo conflict checks,2,1,1,S5,,0
quadgrams,CONTROL,constraint_aligned,truth,case hazard analysis fmea,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,truth,check whether it s,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,truth,continuum notebook gated evidence,2,1,1,S5,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,export test as an,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,truth,gated vector backed evidence,2,1,1,S5,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,repo verification before recommending,2,1,1,S5,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,safety case hazard analysis,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,truth,sanity check whether it,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,truth,vector backed evidence index,2,1,1,S5,truth_and_fact,0
