ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
friends healthcare plan,2,AC15P,S7,trigrams,friends healthcare plan,3,,0,,healthcare|health,2,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
independence plan language,2,AC15P,S7,trigrams,independence plan language,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
next step if,2,AC15P,S7,trigrams,next step,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,next step,False
aging sickness plan,2,AC15P,S7,trigrams,aging sickness plan,3,,0,,aging,1,0.3333333333333333,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.decay_and_currency,2,2,2,0,practical_considerations_and_execution|temporal_projection,,aging|plan,False
healthcare insurance plan,2,AC15P,S7,trigrams,healthcare insurance plan,3,,0,,healthcare|health,2,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
insurance plan remains,2,AC15P,S7,trigrams,insurance plan remains,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
plan remains unaffordable,2,AC15P,S7,trigrams,plan remains unaffordable,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
least one planned,2,CONTROL,S7,trigrams,least one planned,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,planned,False
plan that keeps,2,CONTROL,S7,trigrams,plan keeps,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
beneficiary plan that,2,CONTROL,S7,trigrams,beneficiary plan,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
a funded plan,2,CONTROL,S7,trigrams,funded plan,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
plan what happens,2,CONTROL,S7,trigrams,plan happens,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
funded emergency plan,3,HYBRID_3_5,S7,trigrams,funded emergency plan,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
create a credible,2,HYBRID_3_5,S7,trigrams,create credible,2,truth_and_fact,1,credible,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,create,False
ready to relocate,2,HYBRID_3_5,S7,trigrams,ready relocate,2,,0,,relocat,1,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,ready to,False
plan that fits,2,HYBRID_3_5,S7,trigrams,plan fits,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
exit plan that,2,HYBRID_3_5,S7,trigrams,exit plan,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
split base plan,2,HYBRID_3_5,S7,trigrams,split base plan,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
imagine our plan,2,HYBRID_SEMANTIC,S7,trigrams,imagine our plan,3,imagination_and_possibility,1,imagine,,0,0.0,False,imagination_and_possibility|practical_considerations_and_execution,imagination_and_possibility.exploration_within_bounds|practical_considerations_and_execution.action_and_execution,2,2,2,0,imagination_and_possibility|practical_considerations_and_execution,,imagin|imagine|plan,False
our plan is,2,HYBRID_SEMANTIC,S7,trigrams,our plan,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
building a relationship,2,HYBRID_SEMANTIC,S7,trigrams,building relationship,2,,0,,relationship,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,building,False
plan for serious,2,HYBRID_SEMANTIC,S7,trigrams,plan serious,2,,0,,,0,0.0,False,practical_considerations_and_execution|warning,practical_considerations_and_execution.action_and_execution|warning,2,2,1,1,practical_considerations_and_execution,warning,plan|plan for|serious,False
to keep building,2,HYBRID_SEMANTIC,S7,trigrams,keep building,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,building,False
plan with checkpoints,2,HYBRID_SEMANTIC,S7,trigrams,plan checkpoints,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
healthcare exit plan,2,HYBRID_SEMANTIC,S7,trigrams,healthcare exit plan,3,,0,,healthcare|health,2,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
