ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
that preserves fresh eyes,2,CONTROL,S5,quadgrams,preserves fresh eyes,3,,0,,fresh eyes,1,0.6666666666666666,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,fresh,False
fresh eyes notebook repo,2,CONTROL,S5,quadgrams,fresh eyes notebook repo,4,,0,,fresh eyes,1,0.5,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,fresh,False
tried may be outdated,2,HYBRID_3_5,S5,quadgrams,tried may outdated,3,temporal_dynamics,1,outdated,,0,0.0,False,hedging|temporal_projection,hedging|temporal_projection.decay_and_currency,2,2,1,1,temporal_projection,hedging,may|outdated,False
rut staleness risk unless,2,HYBRID_3_5,S5,quadgrams,rut staleness risk unless,4,practicality_and_feasibility,1,risk,staleness,1,0.25,False,conditions|temporal_projection|warning,conditions|temporal_projection.decay_and_currency|warning,3,3,1,2,temporal_projection,conditions|warning,risk|staleness|unless,False
fresh eyes mode is,2,HYBRID_3_5,S5,quadgrams,fresh eyes mode,3,,0,,fresh eyes,1,0.6666666666666666,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,fresh,False
provide fresh eyes mode,2,HYBRID_3_5,S5,quadgrams,provide fresh eyes mode,4,,0,,fresh eyes,1,0.5,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,fresh,False
fresh eyes mode that,2,HYBRID_3_5,S5,quadgrams,fresh eyes mode,3,,0,,fresh eyes,1,0.6666666666666666,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,fresh,False
fresh eyes mode toggle,2,HYBRID_3_5,S5,quadgrams,fresh eyes mode toggle,4,,0,,fresh eyes,1,0.5,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,fresh,False
irrelevant outdated never use,3,HYBRID_SEMANTIC,S5,quadgrams,irrelevant outdated never use,4,temporal_dynamics,1,outdated,,0,0.0,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,outdated,False
outdated never use again,3,HYBRID_SEMANTIC,S5,quadgrams,outdated never use again,4,temporal_dynamics,1,outdated,,0,0.0,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,outdated,False
can expire unless reaffirmed,2,HYBRID_SEMANTIC,S5,quadgrams,expire unless reaffirmed,3,temporal_dynamics,1,expire,,0,0.0,False,conditions|temporal_projection,conditions|temporal_projection.decay_and_currency,2,2,1,1,temporal_projection,conditions,expire|unless,False
fresh eyes constraints only,2,HYBRID_SEMANTIC,S5,quadgrams,fresh eyes constraints,3,practicality_and_feasibility,1,constraints,fresh eyes,1,0.6666666666666666,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.constraints_and_tradeoffs|temporal_projection.decay_and_currency,2,2,2,0,practical_considerations_and_execution|temporal_projection,,constrain|constraints|fresh,False
one click fresh eyes,2,HYBRID_SEMANTIC,S5,quadgrams,one click fresh eyes,4,,0,,fresh eyes,1,0.5,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,fresh,False
