ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
the practical incentive,2,AC15,S7,trigrams,practical incentive,2,practicality_and_feasibility,1,practical,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.constraints_and_tradeoffs,1,1,1,0,practical_considerations_and_execution,,practical,False
protects your future,2,AC15,S7,trigrams,protects future,2,temporal_dynamics,1,future,,0,0.0,False,temporal_projection,temporal_projection.past_present_future,1,1,1,0,temporal_projection,,future,False
schedule one call,2,AC15,S7,trigrams,schedule one call,3,practicality_and_feasibility,1,schedule,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,schedule,False
defeat sunk cost,2,AC15,S7,trigrams,defeat sunk cost,3,practicality_and_feasibility,1,cost,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,cost,False
shared costs and,2,AC15,S7,trigrams,shared costs,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.resources_timing_conditions,1,1,1,0,practical_considerations_and_execution,,costs,False
motivations could be,2,AC15,S7,trigrams,motivations could,2,,0,,motivations,1,0.5,False,hedging,hedging,1,1,0,1,,hedging,could|could be,False
could be love,2,AC15,S7,trigrams,could love,2,,0,,love,1,0.5,False,hedging,hedging,1,1,0,1,,hedging,could|could be,False
t ship everything,2,AC15,S7,trigrams,ship everything,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,ship,False
marriage children aging,2,AC15,S7,trigrams,marriage children aging,3,,0,,marriage|children|aging,3,1.0,True,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,aging,False
property no merged,2,AC15,S7,trigrams,property no merged,3,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merged,False
pursue this seriously,2,AC15,S7,trigrams,pursue seriously,2,,0,,,0,0.0,False,warning,warning,1,1,0,1,,warning,seriously,False
family expectations aging,2,AC15,S7,trigrams,family expectations aging,3,,0,,aging,1,0.3333333333333333,False,temporal_projection,temporal_projection.decay_and_currency,1,1,1,0,temporal_projection,,aging,False
merged finances keep,2,AC15,S7,trigrams,merged finances keep,3,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merged,False
propose the staged,2,AC15,S7,trigrams,propose staged,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.change_and_rate,1,1,1,0,temporal_projection,,staged,False
it holds up,2,AC15,S7,trigrams,holds up,2,,0,,,0,0.0,False,temporal_projection,temporal_projection.robustness_and_resilience,1,1,1,0,temporal_projection,,holds up,False
t merge accounts,2,AC15,S7,trigrams,merge accounts,2,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merge,False
merge accounts don,2,AC15,S7,trigrams,merge accounts,2,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merge,False
want to plan,2,AC15,S7,trigrams,want plan,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
performers tend to,2,AC15,S7,trigrams,performers tend,2,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,tend,False
change the plan,2,AC15,S7,trigrams,change plan,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
medical decision authority,2,AC15,S7,trigrams,medical decision authority,3,,0,,medical,1,0.3333333333333333,False,autonomy_sovereignty,autonomy_sovereignty,1,1,0,1,,autonomy_sovereignty,authority,False
isn t about,2,AC15,S7,trigrams,isn about,2,,0,,,0,0.0,False,surfacing,surfacing.confrontation,1,1,0,1,,surfacing,isn t,False
to build language,2,AC15,S7,trigrams,build language,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,build,False
decision authority if,2,AC15,S7,trigrams,decision authority,2,,0,,,0,0.0,False,autonomy_sovereignty,autonomy_sovereignty,1,1,0,1,,autonomy_sovereignty,authority,False
citizenship and whether,2,AC15,S7,trigrams,citizenship whether,2,,0,,citizenship,1,0.5,False,conditions,conditions,1,1,0,1,,conditions,whether,False
health changes later,2,AC15,S7,trigrams,health changes later,3,,0,,health,1,0.3333333333333333,False,temporal_projection,temporal_projection.time_horizons,1,1,1,0,temporal_projection,,later,False
tends to sound,2,AC15,S7,trigrams,tends sound,2,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,tends|tends to,False
kind of urgency,2,AC15,S7,trigrams,kind urgency,2,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,kind of,False
buy no merged,2,AC15,S7,trigrams,buy no merged,3,,0,,,0,0.0,False,smoothing,smoothing,1,1,0,1,,smoothing,merged,False
situation that typically,2,AC15,S7,trigrams,situation typically,2,,0,,,0,0.0,False,hedging,hedging,1,1,0,1,,hedging,typically,False
plan the next,2,AC15,S7,trigrams,plan next,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
health plan partner,2,AC15,S7,trigrams,health plan partner,3,,0,,partner|health,2,0.6666666666666666,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
plan partner not,2,AC15,S7,trigrams,plan partner,2,,0,,partner,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
your plan makes,2,AC15,S7,trigrams,plan makes,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
plan makes you,2,AC15,S7,trigrams,plan makes,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
family support boundaries,2,AC15,S7,trigrams,family support boundaries,3,imagination_and_possibility,1,boundaries,,0,0.0,False,,,0,0,0,0,,,,True
genuine and still,2,AC15,S7,trigrams,genuine still,2,,0,,genuine,1,0.5,False,,,0,0,0,0,,,,True
exclusive what counts,2,AC15,S7,trigrams,exclusive counts,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
counts as cheating,2,AC15,S7,trigrams,counts cheating,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
as cheating how,2,AC15,S7,trigrams,cheating how,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
cheating how do,2,AC15,S7,trigrams,cheating how,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what does her,2,AC15,S7,trigrams,does her,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
does her family,2,AC15,S7,trigrams,does her family,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
her family expect,2,AC15,S7,trigrams,her family expect,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
conversations go well,2,AC15,S7,trigrams,conversations go well,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
or urgency tactics,2,AC15,S7,trigrams,urgency tactics,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
just curated introductions,2,AC15,S7,trigrams,just curated introductions,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
will beneficiaries medical,2,AC15,S7,trigrams,will beneficiaries medical,3,,0,,medical,1,0.3333333333333333,False,,,0,0,0,0,,,,True
beneficiaries medical power,2,AC15,S7,trigrams,beneficiaries medical power,3,,0,,medical,1,0.3333333333333333,False,,,0,0,0,0,,,,True
marriage becomes real,2,AC15,S7,trigrams,marriage becomes real,3,,0,,marriage,1,0.3333333333333333,False,,,0,0,0,0,,,,True
legal advice on,2,AC15,S7,trigrams,legal advice,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
advice on both,2,AC15,S7,trigrams,advice both,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
set a decision,2,AC15,S7,trigrams,set decision,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
set the pace,2,AC15,S7,trigrams,set pace,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
want to pursue,2,AC15,S7,trigrams,want pursue,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
life at home,2,AC15,S7,trigrams,life home,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
fund exit fund,2,AC15,S7,trigrams,fund exit fund,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
money marriage kids,2,AC15,S7,trigrams,money marriage kids,3,,0,,marriage,1,0.3333333333333333,False,,,0,0,0,0,,,,True
kids family expectations,2,AC15,S7,trigrams,kids family expectations,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
an ordinary life,2,AC15,S7,trigrams,ordinary life,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a purely extractive,2,AC15,S7,trigrams,purely extractive,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
purely extractive dynamic,2,AC15,S7,trigrams,purely extractive dynamic,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a single trip,2,AC15,S7,trigrams,single trip,2,,0,,single,1,0.5,False,,,0,0,0,0,,,,True
even sincere people,2,AC15,S7,trigrams,even sincere people,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
i respect that,2,AC15,S7,trigrams,i respect,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
marriage and children,2,AC15,S7,trigrams,marriage children,2,,0,,marriage|children,2,1.0,True,,,0,0,0,0,,,,True
why love tradition,2,AC15,S7,trigrams,love tradition,2,,0,,love,1,0.5,False,,,0,0,0,0,,,,True
family expectations do,2,AC15,S7,trigrams,family expectations,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
buy property don,2,AC15,S7,trigrams,buy property,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
irreversible commitments only,2,AC15,S7,trigrams,irreversible commitments,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
many couples use,2,AC15,S7,trigrams,many couples use,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
trial stay before,2,AC15,S7,trigrams,trial stay before,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
move if she,2,AC15,S7,trigrams,move she,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
as i want,2,AC15,S7,trigrams,i want,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
you spend time,2,AC15,S7,trigrams,spend time,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
longtime friends not,2,AC15,S7,trigrams,longtime friends,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
people around her,2,AC15,S7,trigrams,people around her,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
how much time,2,AC15,S7,trigrams,how much time,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
specific even if,2,AC15,S7,trigrams,specific even,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
she handled stress,2,AC15,S7,trigrams,she handled stress,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
handled stress money,2,AC15,S7,trigrams,handled stress money,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
stress money moments,2,AC15,S7,trigrams,stress money moments,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
so i should,2,AC15,S7,trigrams,i should,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
obligations marriage kids,2,AC15,S7,trigrams,obligations marriage kids,3,,0,,marriage,1,0.3333333333333333,False,,,0,0,0,0,,,,True
no rushed marriage,2,AC15,S7,trigrams,no rushed marriage,3,,0,,marriage,1,0.3333333333333333,False,,,0,0,0,0,,,,True
emergency requests pause,2,AC15,S7,trigrams,emergency requests pause,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
fairness look like,2,AC15,S7,trigrams,fairness look like,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
we hire help,2,AC15,S7,trigrams,hire help,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
especially cross border,2,AC15,S7,trigrams,especially cross border,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
does she still,2,AC15,S7,trigrams,does she still,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
capable does she,2,AC15,S7,trigrams,capable does she,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
become an unspoken,2,AC15,S7,trigrams,become unspoken,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
your life then,2,AC15,S7,trigrams,life then,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
fund paid care,2,AC15,S7,trigrams,fund paid care,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
one reputable hospital,2,AC15,S7,trigrams,one reputable hospital,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
reputable hospital near,2,AC15,S7,trigrams,reputable hospital near,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
learn survival language,2,AC15,S7,trigrams,learn survival language,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
ready for full,2,AC15,S7,trigrams,ready full,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
for full relocation,2,AC15,S7,trigrams,full relocation,2,,0,,relocat|relocation,2,0.5,False,,,0,0,0,0,,,,True
reversible relocation rent,2,AC15,S7,trigrams,reversible relocation rent,3,,0,,relocat|relocation,2,0.3333333333333333,False,,,0,0,0,0,,,,True
wants partner not,2,AC15,S7,trigrams,wants partner,2,,0,,partner,1,0.5,False,,,0,0,0,0,,,,True
weeks ordinary life,2,AC15,S7,trigrams,weeks ordinary life,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
a regional medical,2,AC15,S7,trigrams,regional medical,2,,0,,medical,1,0.5,False,,,0,0,0,0,,,,True
regional medical hub,2,AC15,S7,trigrams,regional medical hub,3,,0,,medical,1,0.3333333333333333,False,,,0,0,0,0,,,,True
living expenses if,2,AC15,S7,trigrams,living expenses,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
or cross border,2,AC15,S7,trigrams,cross border,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
longer stay only,2,AC15,S7,trigrams,longer stay,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
can force panic,2,AC15,S7,trigrams,force panic,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
time sensitive at,2,AC15,S7,trigrams,time sensitive,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
want marriage why,2,AC15,S7,trigrams,want marriage,2,,0,,marriage,1,0.5,False,,,0,0,0,0,,,,True
alignment talks money,2,AC15,S7,trigrams,alignment talks money,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
talks money family,2,AC15,S7,trigrams,talks money family,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
family marriage children,2,AC15,S7,trigrams,family marriage children,3,,0,,marriage|children,2,0.6666666666666666,False,,,0,0,0,0,,,,True
rent keep assets,2,AC15,S7,trigrams,rent keep assets,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
defined emergency fund,2,AC15,S7,trigrams,defined emergency fund,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
ordinary life exposure,2,AC15,S7,trigrams,ordinary life exposure,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
gives her a,2,AC15,S7,trigrams,gives her,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
her a chance,2,AC15,S7,trigrams,her chance,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what i value,2,AC15,S7,trigrams,i value,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
about our age,2,AC15,S7,trigrams,about our age,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
our age difference,2,AC15,S7,trigrams,our age difference,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
you think about,2,AC15,S7,trigrams,think about,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
think about years,2,AC15,S7,trigrams,think about years,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
about years from,2,AC15,S7,trigrams,about years,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
can genuinely love,2,AC15,S7,trigrams,genuinely love,2,,0,,love,1,0.5,False,,,0,0,0,0,,,,True
t buy keep,2,AC15,S7,trigrams,buy keep,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
buy keep an,2,AC15,S7,trigrams,buy keep,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
pressure even if,2,AC15,S7,trigrams,pressure even,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
one week ordinary,2,AC15,S7,trigrams,one week ordinary,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
strengthen friendships health,2,AC15,S7,trigrams,strengthen friendships health,3,,0,,health,1,0.3333333333333333,False,,,0,0,0,0,,,,True
fear driven the,2,AC15,S7,trigrams,fear driven,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
to ask yourself,2,AC15,S7,trigrams,ask yourself,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
that cuts through,2,AC15,S7,trigrams,cuts through,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
i still want,2,AC15,S7,trigrams,i still want,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
to sound like,2,AC15,S7,trigrams,sound like,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
change my mind,2,AC15,S7,trigrams,change my mind,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
rent not buy,2,AC15,S7,trigrams,rent buy,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
not buy no,2,AC15,S7,trigrams,buy no,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
t sever home,2,AC15,S7,trigrams,sever home,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
guardrail against excessive,2,AC15,S7,trigrams,guardrail against excessive,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
real life exposure,2,AC15,S7,trigrams,real life exposure,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
the next decision,2,AC15,S7,trigrams,next decision,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
next decision gate,2,AC15,S7,trigrams,next decision gate,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
emergency fund target,2,AC15,S7,trigrams,emergency fund target,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
fund target if,2,AC15,S7,trigrams,fund target,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
time in ordinary,2,AC15,S7,trigrams,time ordinary,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
d keep your,2,AC15,S7,trigrams,d keep,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
suggest the best,2,AC15,S7,trigrams,suggest best,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
she says she,2,AC15,S7,trigrams,she says she,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
family financial expectations,2,AC15,S7,trigrams,family financial expectations,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
obligations marriage visa,2,AC15,S7,trigrams,obligations marriage visa,3,,0,,marriage|visa,2,0.6666666666666666,False,,,0,0,0,0,,,,True
increase information more,2,AC15,S7,trigrams,increase information more,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
information more than,2,AC15,S7,trigrams,information more than,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
better to learn,2,AC15,S7,trigrams,better learn,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
pressure tactics major,2,AC15,S7,trigrams,pressure tactics major,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
say yes or,2,AC15,S7,trigrams,say yes,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
yes or no,2,AC15,S7,trigrams,yes no,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
or no than,2,AC15,S7,trigrams,no than,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
no than i,2,AC15,S7,trigrams,no than i,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
have no network,2,AC15,S7,trigrams,have no network,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
no network she,2,AC15,S7,trigrams,no network she,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
network she becomes,2,AC15,S7,trigrams,network she becomes,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
after the month,2,AC15,S7,trigrams,after month,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
what country city,2,AC15,S7,trigrams,country city,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
live together or,2,AC15,S7,trigrams,live together,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
together or separately,2,AC15,S7,trigrams,together separately,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
or separately i,2,AC15,S7,trigrams,separately i,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
separately i can,2,AC15,S7,trigrams,separately i,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
then money family,2,AC15,S7,trigrams,then money family,3,,0,,,0,0.0,False,,,0,0,0,0,,,,True
reversibility keep your,2,AC15,S7,trigrams,reversibility keep,2,,0,,,0,0.0,False,,,0,0,0,0,,,,True
marriage visa expectations,2,AC15,S7,trigrams,marriage visa expectations,3,,0,,marriage|visa,2,0.6666666666666666,False,,,0,0,0,0,,,,True
visa expectations and,2,AC15,S7,trigrams,visa expectations,2,,0,,visa,1,0.5,False,,,0,0,0,0,,,,True
