scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count,expression_group,expression_group_layer,expression_subgroup
S5,Scenario 5 - Quadgrams,quadgrams,AC15,decision constraint convention confirmedfix,3,4,12,11093,0.00027,1,AC15,3,4,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;constrain;constraint,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,click mark outdated supersede,3,4,10,11093,0.00027,1,AC15,3,4,1.0,,False,temporal_dynamics,1,outdated,,0,0.0,False,temporal_projection,1,outdated,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15,as decaying cited evidence,2,4,24,11093,0.00018,1,AC15,2,3,0.75,,False,temporal_dynamics;truth_and_fact,2,decaying;evidence,,0,0.0,False,temporal_projection;truth,2,decaying;evidence,constraint_aligned,2,0,temporal_projection:decay_and_currency;truth:verification,2,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15,as decaying cited evidence,2,4,24,11093,0.00018,1,AC15,2,3,0.75,,False,temporal_dynamics;truth_and_fact,2,decaying;evidence,,0,0.0,False,temporal_projection;truth,2,decaying;evidence,constraint_aligned,2,0,temporal_projection:decay_and_currency;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,constraints conventions confirmed fixes,2,4,40,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility;truth_and_fact,2,confirmed;constraints,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;confirmed;constrain;constraints,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15,constraints conventions confirmed fixes,2,4,40,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility;truth_and_fact,2,confirmed;constraints,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;confirmed;constrain;constraints,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,created_at last_confirmed_at confidence user,2,4,48,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;confirmed;created,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;truth:verification,2,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15,created_at last_confirmed_at confidence user,2,4,48,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False,practical_considerations_and_execution;truth,2,confirm;confirmed;created,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,hasn t been confirmed,2,4,66,11093,0.00018,1,AC15,2,3,0.75,,False,truth_and_fact,1,confirmed,,0,0.0,False,surfacing;truth,2,confirm;confirmed;hasn t,constraint_aligned;cross_cutting,1,1,surfacing:confrontation;truth:verification,2,surfacing,cross_cutting,confrontation
S5,Scenario 5 - Quadgrams,quadgrams,AC15,hasn t been confirmed,2,4,66,11093,0.00018,1,AC15,2,3,0.75,,False,truth_and_fact,1,confirmed,,0,0.0,False,surfacing;truth,2,confirm;confirmed;hasn t,constraint_aligned;cross_cutting,1,1,surfacing:confrontation;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,inferred evidence_refs pr commit,2,4,81,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence;inferred,constraint_aligned,1,0,truth:fact_vs_interpretation;truth:verification,2,truth,constraint_aligned,fact_vs_interpretation
S5,Scenario 5 - Quadgrams,quadgrams,AC15,inferred evidence_refs pr commit,2,4,81,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence;inferred,constraint_aligned,1,0,truth:fact_vs_interpretation;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,always show source date,2,4,23,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,source,,0,0.0,False,truth,1,source,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,b evidence index ei,2,4,30,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,been confirmed in days,2,4,31,11093,0.00018,1,AC15,2,3,0.75,,False,truth_and_fact,1,confirmed,,0,0.0,False,truth,1,confirm;confirmed,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,brief decisions constraints conventions,2,4,32,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15,code prompt constraints only,2,4,37,11093,0.00018,1,AC15,2,3,0.75,,False,practicality_and_feasibility,1,constraints,code,1,0.333333,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15,confirm if you tell,2,4,38,11093,0.00018,1,AC15,2,2,0.5,,False,truth_and_fact,1,confirm,,0,0.0,False,truth,1,confirm,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,evidence_refs pr commit doc,2,4,59,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,last_confirmed_at confidence user approved,2,4,85,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,confirmed,,0,0.0,False,truth,1,confirm;confirmed,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,layer b evidence index,2,4,86,11093,0.00018,1,AC15,2,4,1.0,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,outdated don t use,2,4,96,11093,0.00018,1,AC15,2,2,0.5,,False,temporal_dynamics,1,outdated,,0,0.0,False,temporal_projection,1,outdated,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15,project brief decisions constraints,2,4,101,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15,records decision constraint convention,2,4,105,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraint,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15,t been confirmed in,2,4,116,11093,0.00018,1,AC15,2,2,0.5,,False,truth_and_fact,1,confirmed,,0,0.0,False,truth,1,confirm;confirmed,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,typed records decision constraint,2,4,130,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraint,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15,vectors as cited evidence,2,4,133,11093,0.00018,1,AC15,2,3,0.75,,False,truth_and_fact,1,evidence,vectors,1,0.333333,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15,you implement memory as,2,4,137,11093,0.00018,1,AC15,2,2,0.5,,False,practicality_and_feasibility,1,implement,memory,1,0.5,False,practical_considerations_and_execution,1,implement,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15,continuum is implemented as,2,4,45,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,continuum,1,0.5,False,practical_considerations_and_execution,1,implement,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15,do not ship remember,2,4,53,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,ship,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15,fresh eyes escape hatch,2,4,61,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,fresh eyes,1,0.5,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15,fresh eyes mode so,2,4,62,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,fresh eyes,1,0.666667,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15,if continuum is implemented,2,4,68,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,continuum,1,0.5,False,practical_considerations_and_execution,1,implement,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15,ll ship a feature,2,4,88,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,ship,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15,not ship remember everything,2,4,94,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,ship,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15,short ttl vectors later,2,4,112,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,vectors,1,0.25,False,temporal_projection,1,later,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S5,Scenario 5 - Quadgrams,quadgrams,AC15,you ll ship a,2,4,138,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,ship,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15,auto approves low risk,2,4,28,11093,0.00018,1,AC15,2,4,1.0,,False,practicality_and_feasibility,1,risk,,0,0.0,False,warning,1,risk,cross_cutting,0,1,warning:main,1,warning,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,AC15,can t leave region,2,4,36,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,surfacing,1,can t,cross_cutting,0,1,surfacing:hard_limit_refusal,1,surfacing,cross_cutting,hard_limit_refusal
S5,Scenario 5 - Quadgrams,quadgrams,AC15,conflicts with apm or,2,4,39,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,surfacing,1,conflicts,cross_cutting,0,1,surfacing:tension_exposure,1,surfacing,cross_cutting,tension_exposure
S5,Scenario 5 - Quadgrams,quadgrams,AC15,convention hasn t been,2,4,46,11093,0.00018,1,AC15,2,3,0.75,,False,,0,,,0,0.0,False,surfacing,1,hasn t,cross_cutting,0,1,surfacing:confrontation,1,surfacing,cross_cutting,confrontation
S5,Scenario 5 - Quadgrams,quadgrams,AC15,g days unless promoted,2,4,64,11093,0.00018,1,AC15,2,4,1.0,,False,,0,,,0,0.0,False,conditions,1,unless,cross_cutting,0,1,conditions:main,1,conditions,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,AC15,pii can t leave,2,4,99,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,surfacing,1,can t,cross_cutting,0,1,surfacing:hard_limit_refusal,1,surfacing,cross_cutting,hard_limit_refusal
S5,Scenario 5 - Quadgrams,quadgrams,AC15,this convention hasn t,2,4,122,11093,0.00018,1,AC15,2,2,0.5,,False,,0,,,0,0.0,False,surfacing,1,hasn t,cross_cutting,0,1,surfacing:confrontation,1,surfacing,cross_cutting,confrontation
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,durable artifacts adrs prs,4,4,9,12194,0.000328,1,AC15P,4,4,1.0,,False,,0,,,0,0.0,False,temporal_projection,1,durable,constraint_aligned,1,0,temporal_projection:robustness_and_resilience,1,temporal_projection,constraint_aligned,robustness_and_resilience
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,draft accepted superseded deprecated,3,4,19,12194,0.000246,1,AC15P,3,4,1.0,,False,temporal_dynamics,1,deprecat,deprecated,1,0.25,False,imagination_and_possibility;temporal_projection,2,deprecat;deprecated;draft,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;temporal_projection:decay_and_currency,2,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,draft accepted superseded deprecated,3,4,19,12194,0.000246,1,AC15P,3,4,1.0,,False,temporal_dynamics,1,deprecat,deprecated,1,0.25,False,imagination_and_possibility;temporal_projection,2,deprecat;deprecated;draft,constraint_aligned,2,0,imagination_and_possibility:exploration_within_bounds;temporal_projection:decay_and_currency,2,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,created_at last_validated_at repo branch,3,4,18,12194,0.000246,1,AC15P,3,4,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution;truth,2,created;validat;validated,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;truth:verification,2,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,created_at last_validated_at repo branch,3,4,18,12194,0.000246,1,AC15P,3,4,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution;truth,2,created;validat;validated,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,accepted superseded deprecated needs,3,4,15,12194,0.000246,1,AC15P,3,4,1.0,,False,temporal_dynamics,1,deprecat,deprecated,1,0.25,False,temporal_projection,1,deprecat;deprecated,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,adr style decisions verified,3,4,16,12194,0.000246,1,AC15P,3,4,1.0,,False,truth_and_fact,1,verified,,0,0.0,False,truth,1,verif;verified,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,style decisions verified outcomes,3,4,28,12194,0.000246,1,AC15P,3,4,1.0,,False,truth_and_fact,1,verified,,0,0.0,False,truth,1,verif;verified,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,superseded deprecated needs review,3,4,29,12194,0.000246,1,AC15P,3,4,1.0,,False,temporal_dynamics,1,deprecat,deprecated,1,0.25,False,temporal_projection,1,deprecat;deprecated,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,verified outcomes runbook items,3,4,30,12194,0.000246,1,AC15P,3,4,1.0,,False,truth_and_fact,1,verified,,0,0.0,False,truth,1,verif;verified,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,durable artifacts with citations,3,4,20,12194,0.000246,1,AC15P,3,3,0.75,,False,,0,,,0,0.0,False,temporal_projection,1,durable,constraint_aligned,1,0,temporal_projection:robustness_and_resilience,1,temporal_projection,constraint_aligned,robustness_and_resilience
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,over durable artifacts with,3,4,24,12194,0.000246,1,AC15P,3,3,0.75,,False,,0,,,0,0.0,False,temporal_projection,1,durable,constraint_aligned,1,0,temporal_projection:robustness_and_resilience,1,temporal_projection,constraint_aligned,robustness_and_resilience
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,status draft accepted superseded,3,4,27,12194,0.000246,1,AC15P,3,4,1.0,,False,,0,,,0,0.0,False,imagination_and_possibility,1,draft,constraint_aligned,1,0,imagination_and_possibility:exploration_within_bounds,1,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,can t ship provenance,2,4,54,12194,0.000164,1,AC15P,2,2,0.5,,False,truth_and_fact,1,provenance,,0,0.0,False,practical_considerations_and_execution;surfacing;truth,3,can t;provenance;ship,constraint_aligned;cross_cutting,2,1,practical_considerations_and_execution:action_and_execution;surfacing:hard_limit_refusal;truth:verification,3,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,can t ship provenance,2,4,54,12194,0.000164,1,AC15P,2,2,0.5,,False,truth_and_fact,1,provenance,,0,0.0,False,practical_considerations_and_execution;surfacing;truth,3,can t;provenance;ship,constraint_aligned;cross_cutting,2,1,practical_considerations_and_execution:action_and_execution;surfacing:hard_limit_refusal;truth:verification,3,surfacing,cross_cutting,hard_limit_refusal
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,can t ship provenance,2,4,54,12194,0.000164,1,AC15P,2,2,0.5,,False,truth_and_fact,1,provenance,,0,0.0,False,practical_considerations_and_execution;surfacing;truth,3,can t;provenance;ship,constraint_aligned;cross_cutting,2,1,practical_considerations_and_execution:action_and_execution;surfacing:hard_limit_refusal;truth:verification,3,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,decisions constraints verified outcomes,2,4,61,12194,0.000164,1,AC15P,2,4,1.0,,False,practicality_and_feasibility;truth_and_fact,2,constraints;verified,,0,0.0,False,practical_considerations_and_execution;truth,2,constrain;constraints;verif;verified,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,decisions constraints verified outcomes,2,4,61,12194,0.000164,1,AC15P,2,4,1.0,,False,practicality_and_feasibility;truth_and_fact,2,constraints;verified,,0,0.0,False,practical_considerations_and_execution;truth,2,constrain;constraints;verif;verified,constraint_aligned,2,0,practical_considerations_and_execution:constraints_and_tradeoffs;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,owner created_at last_validated_at repo,2,4,103,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution;truth,2,created;validat;validated,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;truth:verification,2,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,owner created_at last_validated_at repo,2,4,103,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution;truth,2,created;validat;validated,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,artifact type time window,2,4,38,12194,0.000164,1,AC15P,2,4,1.0,,False,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,1,time window;window,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,constraint that steers everything,2,4,57,12194,0.000164,1,AC15P,2,3,0.75,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraint,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,possible paths symbols exist,2,4,105,12194,0.000164,1,AC15P,2,4,1.0,,False,imagination_and_possibility,1,possible,,0,0.0,False,imagination_and_possibility,1,possibl;possible,constraint_aligned,1,0,imagination_and_possibility:exploration_within_bounds,1,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,time window branch artifact,2,4,138,12194,0.000164,1,AC15P,2,4,1.0,,False,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,1,time window;window,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
